po_id,supplier_id,material_category,order_date,promised_date,delivery_date,ordered_quantity,received_quantity,rejected_quantity,contract_price,actual_unit_price,is_contract
PO01745,SUP030,存储芯片,2025-04-12,2025-04-28,2025-04-25,9200,9081,52,47.57,47.16,1
PO00370,SUP007,功率半导体,2025-04-13,2025-05-10,2025-05-09,6000,5964,51,25.7,26.04,1
PO00398,SUP007,功率半导体,2025-04-13,2025-05-14,2025-05-13,9000,8981,71,25.7,25.9,1
PO01024,SUP018,模拟芯片,2025-04-13,2025-05-14,2025-05-13,7500,7376,65,19.23,19.35,1
PO01562,SUP027,存储芯片,2025-04-13,2025-05-15,2025-05-28,11000,10756,579,51.65,50.99,1
PO00306,SUP006,MCU控制芯片,2025-04-14,2025-05-23,2025-05-23,4500,4477,191,32.85,32.79,1
PO00759,SUP013,模拟芯片,2025-04-14,2025-05-13,2025-05-13,15000,14925,123,19.27,19.75,1
PO00966,SUP017,模拟芯片,2025-04-14,2025-05-08,2025-05-06,4000,3933,29,15.65,15.95,1
PO01019,SUP017,模拟芯片,2025-04-14,2025-05-08,2025-05-05,7500,7283,68,15.65,15.76,1
PO01038,SUP018,模拟芯片,2025-04-14,2025-05-13,2025-05-12,13000,12946,96,19.23,19.37,1
PO01158,SUP020,传感器芯片,2025-04-14,2025-05-22,2025-05-19,2800,2687,104,24.01,26.09,0
PO00096,SUP002,MCU控制芯片,2025-04-15,2025-05-14,2025-05-16,7200,7012,53,34.81,35.13,1
PO00274,SUP005,MCU控制芯片,2025-04-15,2025-05-14,2025-05-11,13500,13317,195,34.47,31.92,1
PO00639,SUP011,功率半导体,2025-04-15,2025-05-19,2025-05-25,14500,14094,143,25.67,25.15,1
PO01385,SUP024,传感器芯片,2025-04-15,2025-05-13,2025-05-29,15000,13432,720,24.89,28.77,1
PO01504,SUP026,存储芯片,2025-04-15,2025-05-19,2025-05-19,11700,11432,74,48.9,54.09,0
PO00108,SUP002,MCU控制芯片,2025-04-16,2025-05-13,2025-05-13,8000,7961,57,34.81,34.69,1
PO00404,SUP007,功率半导体,2025-04-16,2025-05-13,2025-05-11,8800,8697,86,25.7,25.85,1
PO00710,SUP012,功率半导体,2025-04-16,2025-05-04,2025-05-02,10700,10328,138,24.03,23.86,1
PO00972,SUP017,模拟芯片,2025-04-16,2025-05-12,2025-05-09,12000,11756,89,15.65,15.38,1
PO01133,SUP019,传感器芯片,2025-04-16,2025-05-29,2025-05-29,5500,5465,49,27.56,28.38,1
PO01273,SUP022,传感器芯片,2025-04-16,2025-05-03,2025-05-01,7000,6842,56,30.23,30.04,1
PO01289,SUP022,传感器芯片,2025-04-16,2025-05-07,2025-05-07,6000,5836,39,30.23,31.41,1
PO00243,SUP005,MCU控制芯片,2025-04-17,2025-05-11,2025-05-10,5000,4800,64,34.47,34.51,1
PO00314,SUP006,MCU控制芯片,2025-04-17,2025-05-24,2025-05-23,7200,7089,288,32.85,32.92,1
PO00718,SUP012,功率半导体,2025-04-17,2025-04-30,2025-04-29,13600,13147,168,24.03,24.82,0
PO00771,SUP013,模拟芯片,2025-04-17,2025-05-14,2025-05-12,12200,12116,105,19.27,19.64,1
PO01120,SUP019,传感器芯片,2025-04-17,2025-05-24,2025-05-22,10500,10419,85,27.56,27.08,1
PO01225,SUP021,传感器芯片,2025-04-17,2025-05-14,2025-05-14,15000,14851,124,25.29,25.48,1
PO00087,SUP002,MCU控制芯片,2025-04-18,2025-05-18,2025-05-15,7300,7117,61,34.81,34.46,1
PO00371,SUP007,功率半导体,2025-04-18,2025-05-19,2025-05-16,13200,12995,115,25.7,25.61,1
PO00542,SUP010,功率半导体,2025-04-18,2025-05-28,2025-05-25,7500,7445,83,21.51,21.86,1
PO00595,SUP010,功率半导体,2025-04-18,2025-05-25,2025-05-30,9600,9465,64,21.51,21.66,1
PO00695,SUP012,功率半导体,2025-04-18,2025-05-04,2025-05-04,13600,13353,158,24.03,24.3,1
PO00801,SUP014,模拟芯片,2025-04-18,2025-05-23,2025-05-20,15000,14871,132,19.84,19.79,1
PO01188,SUP020,传感器芯片,2025-04-18,2025-05-28,2025-05-27,6200,5930,247,24.01,23.87,1
PO01335,SUP023,传感器芯片,2025-04-18,2025-05-13,2025-05-12,6200,6032,45,29.62,30.39,1
PO01473,SUP025,存储芯片,2025-04-18,2025-05-31,2025-05-30,12500,12466,87,42.2,42.79,1
PO00166,SUP003,MCU控制芯片,2025-04-19,2025-05-15,2025-05-12,11000,10728,95,32.91,32.98,1
PO00220,SUP004,MCU控制芯片,2025-04-19,2025-06-03,2025-06-03,10000,9855,156,32.43,31.53,1
PO01202,SUP021,传感器芯片,2025-04-19,2025-05-21,2025-05-21,8000,7805,61,25.29,25.72,1
PO01332,SUP023,传感器芯片,2025-04-19,2025-05-13,2025-05-10,11200,11135,87,29.62,29.47,1
PO01535,SUP026,存储芯片,2025-04-19,2025-05-25,2025-05-23,12500,12487,116,48.9,48.07,1
PO01608,SUP027,存储芯片,2025-04-19,2025-05-20,2025-06-01,8300,7982,446,51.65,56.83,1
PO00362,SUP007,功率半导体,2025-04-20,2025-05-18,2025-05-17,11000,10943,71,25.7,25.43,1
PO00790,SUP014,模拟芯片,2025-04-20,2025-05-23,2025-05-21,13000,12653,87,19.84,20.13,1
PO00885,SUP015,模拟芯片,2025-04-20,2025-05-03,2025-05-14,5200,4812,54,17.11,17.12,1
PO01215,SUP021,传感器芯片,2025-04-20,2025-05-21,2025-05-18,9500,9341,81,25.29,24.89,1
PO00100,SUP002,MCU控制芯片,2025-04-21,2025-05-17,2025-05-15,11500,11300,84,34.81,35.14,1
PO00515,SUP009,功率半导体,2025-04-21,2025-05-13,2025-05-11,6500,6203,114,23.47,22.9,1
PO01663,SUP028,存储芯片,2025-04-21,2025-05-23,2025-05-20,9500,9392,65,42.79,42.56,1
PO01743,SUP030,存储芯片,2025-04-21,2025-05-11,2025-05-08,13200,12838,111,47.57,46.0,1
PO00060,SUP001,MCU控制芯片,2025-04-22,2025-05-26,2025-05-26,9800,9392,524,40.43,41.84,1
PO00815,SUP014,模拟芯片,2025-04-22,2025-05-22,2025-05-21,4000,3929,39,19.84,19.78,1
PO01481,SUP025,存储芯片,2025-04-22,2025-06-06,2025-06-03,7000,6999,72,42.2,42.59,1
PO01613,SUP027,存储芯片,2025-04-22,2025-05-20,2025-05-27,3500,3395,172,51.65,51.18,1
PO01655,SUP028,存储芯片,2025-04-22,2025-05-24,2025-05-22,12500,12399,98,42.79,42.84,1
PO00159,SUP003,MCU控制芯片,2025-04-23,2025-05-19,2025-05-16,8000,7818,69,32.91,33.16,1
PO00283,SUP005,MCU控制芯片,2025-04-23,2025-05-16,2025-05-14,14000,13302,197,34.47,33.03,1
PO00728,SUP013,模拟芯片,2025-04-23,2025-05-24,2025-05-24,6400,6355,43,19.27,19.58,1
PO00868,SUP015,模拟芯片,2025-04-23,2025-05-07,2025-05-07,15000,13909,149,17.11,16.93,1
PO00924,SUP016,模拟芯片,2025-04-23,2025-06-08,2025-06-07,7200,7183,72,16.57,16.67,1
PO01020,SUP017,模拟芯片,2025-04-23,2025-05-19,2025-05-19,6500,6400,57,15.65,15.35,1
PO01453,SUP025,存储芯片,2025-04-23,2025-06-04,2025-06-01,2500,2448,24,42.2,41.98,1
PO00144,SUP003,MCU控制芯片,2025-04-24,2025-05-26,2025-05-23,4000,3887,27,32.91,33.34,1
PO00375,SUP007,功率半导体,2025-04-24,2025-05-25,2025-05-23,5800,5649,38,25.7,25.72,1
PO00430,SUP008,功率半导体,2025-04-24,2025-06-04,2025-06-03,12500,12475,458,25.95,25.14,1
PO00598,SUP010,功率半导体,2025-04-24,2025-06-03,2025-06-05,12000,11791,94,21.51,21.53,1
PO01066,SUP018,模拟芯片,2025-04-24,2025-05-27,2025-05-24,15000,14795,130,19.23,19.19,1
PO01281,SUP022,传感器芯片,2025-04-24,2025-05-13,2025-05-11,4500,4388,35,30.23,29.73,1
PO00161,SUP003,MCU控制芯片,2025-04-25,2025-05-27,2025-05-27,3000,2955,25,32.91,32.28,1
PO00244,SUP005,MCU控制芯片,2025-04-25,2025-05-23,2025-05-28,6500,6197,94,34.47,37.35,1
PO01113,SUP019,传感器芯片,2025-04-25,2025-06-04,2025-06-03,11500,11476,89,27.56,27.59,1
PO01160,SUP020,传感器芯片,2025-04-25,2025-05-31,2025-05-31,11400,10887,469,24.01,23.05,1
PO01443,SUP025,存储芯片,2025-04-25,2025-06-08,2025-06-06,12000,11940,105,42.2,41.72,1
PO00297,SUP005,MCU控制芯片,2025-04-26,2025-05-21,2025-05-23,14500,13956,208,34.47,33.17,1
PO00482,SUP009,功率半导体,2025-04-26,2025-05-20,2025-05-20,14000,13321,231,23.47,24.17,1
PO00535,SUP009,功率半导体,2025-04-26,2025-05-20,2025-05-17,14000,13691,188,23.47,22.06,1
PO00727,SUP013,模拟芯片,2025-04-26,2025-05-28,2025-05-28,2400,2377,14,19.27,19.77,1
PO01528,SUP026,存储芯片,2025-04-26,2025-06-01,2025-05-29,10000,9897,75,48.9,48.83,1
PO00063,SUP002,MCU控制芯片,2025-04-27,2025-05-28,2025-05-25,7700,7477,57,34.81,34.33,1
PO00126,SUP003,MCU控制芯片,2025-04-27,2025-05-25,2025-05-25,3000,2919,17,32.91,31.8,1
PO00234,SUP004,MCU控制芯片,2025-04-27,2025-06-10,2025-06-09,11200,10991,171,32.43,31.91,1
PO00319,SUP006,MCU控制芯片,2025-04-27,2025-06-01,2025-05-29,7400,7037,267,32.85,37.07,0
PO01046,SUP018,模拟芯片,2025-04-27,2025-05-27,2025-05-25,10000,9962,73,19.23,19.18,1
PO01206,SUP021,传感器芯片,2025-04-27,2025-05-30,2025-05-28,7500,7337,62,25.29,24.68,1
PO01573,SUP027,存储芯片,2025-04-27,2025-05-28,2025-06-04,7400,7011,373,51.65,48.19,1
PO01677,SUP028,存储芯片,2025-04-27,2025-05-31,2025-05-28,13000,12922,97,42.79,42.95,1
PO00106,SUP002,MCU控制芯片,2025-04-28,2025-05-25,2025-05-22,2300,2284,21,34.81,34.09,1
PO00114,SUP002,MCU控制芯片,2025-04-28,2025-05-26,2025-05-23,6300,6212,50,34.81,37.89,0
PO00305,SUP006,MCU控制芯片,2025-04-28,2025-05-31,2025-05-28,10700,10327,400,32.85,32.85,1
PO00460,SUP008,功率半导体,2025-04-28,2025-06-02,2025-06-01,13000,12938,482,25.95,26.68,1
PO01314,SUP022,传感器芯片,2025-04-28,2025-05-18,2025-05-15,7500,7363,50,30.23,30.16,1
PO01501,SUP026,存储芯片,2025-04-28,2025-06-02,2025-05-30,10000,9704,75,48.9,49.54,1
PO01260,SUP021,传感器芯片,2025-04-29,2025-06-01,2025-05-30,9000,8742,67,25.29,25.17,1
PO01262,SUP022,传感器芯片,2025-04-29,2025-05-20,2025-05-19,7000,6872,63,30.23,29.7,1
PO01302,SUP022,传感器芯片,2025-04-29,2025-05-20,2025-05-17,5000,4922,36,30.23,30.58,1
PO01545,SUP026,存储芯片,2025-04-29,2025-06-07,2025-06-07,4500,4468,30,48.9,48.34,1
PO00360,SUP006,MCU控制芯片,2025-04-30,2025-06-04,2025-06-01,2400,2370,95,32.85,36.34,0
PO01039,SUP018,模拟芯片,2025-04-30,2025-05-29,2025-05-28,2500,2442,14,19.23,19.31,1
PO01541,SUP026,存储芯片,2025-04-30,2025-06-08,2025-06-07,10400,10229,75,48.9,49.21,1
PO00298,SUP005,MCU控制芯片,2025-05-01,2025-05-27,2025-05-30,8500,8169,104,34.47,35.99,0
PO00744,SUP013,模拟芯片,2025-05-01,2025-05-31,2025-05-31,6800,6650,64,19.27,18.94,1
PO01586,SUP027,存储芯片,2025-05-01,2025-05-30,2025-06-09,4800,4475,269,51.65,50.31,1
PO01680,SUP028,存储芯片,2025-05-01,2025-06-02,2025-06-01,4500,4422,42,42.79,42.0,1
PO00282,SUP005,MCU控制芯片,2025-05-02,2025-05-28,2025-05-27,2500,2445,40,34.47,33.51,0
PO00549,SUP010,功率半导体,2025-05-02,2025-06-11,2025-06-11,14700,14549,129,21.51,21.77,1
PO00562,SUP010,功率半导体,2025-05-02,2025-06-12,2025-06-10,4200,4154,35,21.51,21.51,1
PO00671,SUP012,功率半导体,2025-05-02,2025-05-20,2025-05-28,9000,8837,91,24.03,25.52,0
PO00700,SUP012,功率半导体,2025-05-02,2025-05-16,2025-05-15,3200,3027,33,24.03,24.49,1
PO01464,SUP025,存储芯片,2025-05-02,2025-06-19,2025-06-18,15000,14714,110,42.2,41.27,1
PO01661,SUP028,存储芯片,2025-05-02,2025-05-30,2025-05-30,8500,8435,78,42.79,42.79,1
PO00181,SUP004,MCU控制芯片,2025-05-03,2025-06-16,2025-06-19,8600,8576,114,32.43,28.4,1
PO00863,SUP015,模拟芯片,2025-05-03,2025-05-16,2025-05-14,5000,4935,65,17.11,17.19,1
PO00956,SUP016,模拟芯片,2025-05-03,2025-06-16,2025-06-14,11800,11630,94,16.57,15.78,1
PO01116,SUP019,传感器芯片,2025-05-03,2025-06-14,2025-06-13,10000,9775,82,27.56,27.28,1
PO01142,SUP020,传感器芯片,2025-05-03,2025-06-07,2025-06-05,10500,10083,426,24.01,23.73,1
PO01600,SUP027,存储芯片,2025-05-03,2025-05-31,2025-05-29,2500,2494,149,51.65,50.45,1
PO00091,SUP002,MCU控制芯片,2025-05-04,2025-05-29,2025-05-26,6300,6204,44,34.81,34.85,1
PO00239,SUP004,MCU控制芯片,2025-05-04,2025-06-13,2025-06-13,4600,4533,63,32.43,30.62,1
PO00209,SUP004,MCU控制芯片,2025-05-05,2025-06-14,2025-06-11,6200,6028,109,32.43,35.31,0
PO01725,SUP029,存储芯片,2025-05-05,2025-06-13,2025-06-13,3500,3495,28,49.51,48.6,1
PO00420,SUP007,功率半导体,2025-05-06,2025-06-04,2025-06-01,15000,14639,116,25.7,25.72,1
PO00438,SUP008,功率半导体,2025-05-06,2025-06-10,2025-06-10,13200,12970,509,25.95,25.86,1
PO00825,SUP014,模拟芯片,2025-05-06,2025-06-04,2025-06-04,5500,5492,49,19.84,19.56,1
PO01256,SUP021,传感器芯片,2025-05-06,2025-06-04,2025-06-03,8500,8381,58,25.29,25.08,1
PO01337,SUP023,传感器芯片,2025-05-06,2025-06-02,2025-05-30,12200,11958,82,29.62,29.75,1
PO00061,SUP002,MCU控制芯片,2025-05-07,2025-06-07,2025-06-07,9300,9242,81,34.81,35.46,1
PO00133,SUP003,MCU控制芯片,2025-05-07,2025-06-08,2025-06-08,12000,11733,79,32.91,33.09,1
PO00256,SUP005,MCU控制芯片,2025-05-07,2025-06-03,2025-06-03,10500,10390,133,34.47,33.37,1
PO00503,SUP009,功率半导体,2025-05-07,2025-05-27,2025-05-25,5000,4806,80,23.47,23.64,0
PO00900,SUP015,模拟芯片,2025-05-07,2025-05-19,2025-05-18,11600,10834,124,17.11,17.18,1
PO00927,SUP016,模拟芯片,2025-05-07,2025-06-21,2025-06-21,7800,7573,63,16.57,16.1,1
PO01377,SUP023,传感器芯片,2025-05-07,2025-06-04,2025-06-03,9000,8746,63,29.62,29.81,1
PO01394,SUP024,传感器芯片,2025-05-07,2025-06-02,2025-06-02,3000,2963,173,24.89,23.35,0
PO01440,SUP024,传感器芯片,2025-05-07,2025-06-03,2025-06-18,9000,8422,403,24.89,30.17,0
PO01516,SUP026,存储芯片,2025-05-07,2025-06-13,2025-06-10,4000,3996,23,48.9,49.25,1
PO00494,SUP009,功率半导体,2025-05-08,2025-05-29,2025-05-27,14000,13451,202,23.47,24.66,1
PO00660,SUP011,功率半导体,2025-05-08,2025-06-14,2025-06-24,7700,7369,80,25.67,25.65,1
PO01048,SUP018,模拟芯片,2025-05-08,2025-06-05,2025-06-08,8500,8451,72,19.23,19.54,1
PO01089,SUP019,传感器芯片,2025-05-08,2025-06-15,2025-06-14,14500,14171,126,27.56,27.41,1
PO01317,SUP022,传感器芯片,2025-05-08,2025-05-25,2025-05-23,14500,14173,100,30.23,29.16,1
PO01379,SUP023,传感器芯片,2025-05-08,2025-05-31,2025-06-01,8600,8482,84,29.62,29.8,1
PO01416,SUP024,传感器芯片,2025-05-08,2025-06-04,2025-06-04,14500,13369,733,24.89,27.8,0
PO01558,SUP026,存储芯片,2025-05-08,2025-06-15,2025-06-12,11800,11611,109,48.9,49.03,1
PO01615,SUP027,存储芯片,2025-05-08,2025-06-04,2025-06-23,14300,13279,681,51.65,50.43,1
PO01669,SUP028,存储芯片,2025-05-08,2025-06-07,2025-06-11,9500,9233,67,42.79,42.69,1
PO01781,SUP030,存储芯片,2025-05-08,2025-05-24,2025-05-23,10400,10257,79,47.57,47.76,1
PO00963,SUP017,模拟芯片,2025-05-09,2025-06-02,2025-06-01,9500,9275,61,15.65,15.19,1
PO01221,SUP021,传感器芯片,2025-05-09,2025-06-08,2025-06-05,3000,2963,21,25.29,25.05,1
PO01640,SUP028,存储芯片,2025-05-09,2025-06-07,2025-06-06,3000,2937,22,42.79,43.69,1
PO01750,SUP030,存储芯片,2025-05-09,2025-05-29,2025-05-27,7000,6852,65,47.57,47.82,1
PO00288,SUP005,MCU控制芯片,2025-05-10,2025-06-02,2025-05-31,6500,6400,108,34.47,30.43,1
PO00397,SUP007,功率半导体,2025-05-10,2025-06-07,2025-06-05,3200,3177,35,25.7,26.19,1
PO00436,SUP008,功率半导体,2025-05-10,2025-06-20,2025-06-18,8300,8276,316,25.95,26.25,1
PO00684,SUP012,功率半导体,2025-05-10,2025-05-26,2025-05-24,7900,7305,70,24.03,24.21,1
PO01025,SUP018,模拟芯片,2025-05-10,2025-06-06,2025-06-04,9500,9225,79,19.23,18.9,1
PO01058,SUP018,模拟芯片,2025-05-10,2025-06-11,2025-06-08,5500,5407,39,19.23,18.89,1
PO01163,SUP020,传感器芯片,2025-05-10,2025-06-15,2025-06-17,10000,9841,374,24.01,23.33,1
PO01259,SUP021,传感器芯片,2025-05-11,2025-06-08,2025-06-06,4000,3932,27,25.29,25.49,1
PO01519,SUP026,存储芯片,2025-05-11,2025-06-18,2025-06-17,7300,7154,50,48.9,49.15,1
PO01559,SUP026,存储芯片,2025-05-11,2025-06-18,2025-06-17,6400,6362,47,48.9,49.41,1
PO00040,SUP001,MCU控制芯片,2025-05-12,2025-06-13,2025-06-12,7000,6257,318,40.43,41.7,0
PO00601,SUP011,功率半导体,2025-05-12,2025-06-19,2025-06-17,8900,8564,102,25.67,25.65,1
PO00643,SUP011,功率半导体,2025-05-12,2025-06-18,2025-06-27,10600,10104,127,25.67,26.69,1
PO00752,SUP013,模拟芯片,2025-05-12,2025-06-12,2025-06-12,3200,3120,29,19.27,18.96,1
PO00004,SUP001,MCU控制芯片,2025-05-13,2025-06-18,2025-06-16,4000,3786,195,40.43,45.42,0
PO00351,SUP006,MCU控制芯片,2025-05-13,2025-06-18,2025-06-16,2200,2189,86,32.85,34.88,1
PO00541,SUP010,功率半导体,2025-05-13,2025-06-24,2025-06-21,12700,12328,110,21.51,21.6,1
PO00690,SUP012,功率半导体,2025-05-13,2025-05-26,2025-05-24,3500,3225,37,24.03,24.44,1
PO00839,SUP014,模拟芯片,2025-05-13,2025-06-15,2025-06-13,5500,5491,49,19.84,19.59,1
PO00873,SUP015,模拟芯片,2025-05-13,2025-05-25,2025-06-05,6000,5709,65,17.11,16.28,1
PO00879,SUP015,模拟芯片,2025-05-13,2025-05-29,2025-05-29,6800,6298,79,17.11,19.32,0
PO01217,SUP021,传感器芯片,2025-05-13,2025-06-11,2025-06-08,7000,6915,61,25.29,25.48,1
PO00249,SUP005,MCU控制芯片,2025-05-14,2025-06-06,2025-06-06,9500,9047,121,34.47,42.44,0
PO00304,SUP006,MCU控制芯片,2025-05-14,2025-06-22,2025-06-20,11600,10964,452,32.85,31.98,1
PO00765,SUP013,模拟芯片,2025-05-14,2025-06-15,2025-06-14,14000,13811,115,19.27,19.24,1
PO01165,SUP020,传感器芯片,2025-05-14,2025-06-18,2025-06-15,3200,3178,130,24.01,22.75,1
PO01261,SUP022,传感器芯片,2025-05-14,2025-06-03,2025-05-31,5000,4952,35,30.23,31.39,1
PO01495,SUP025,存储芯片,2025-05-14,2025-06-26,2025-06-25,9500,9280,80,42.2,43.17,1
PO00143,SUP003,MCU控制芯片,2025-05-15,2025-06-16,2025-06-14,3000,2974,21,32.91,32.79,1
PO00559,SUP010,功率半导体,2025-05-15,2025-06-23,2025-06-20,9800,9759,78,21.51,21.72,1
PO00762,SUP013,模拟芯片,2025-05-15,2025-06-10,2025-06-08,5700,5654,54,19.27,19.06,1
PO01544,SUP026,存储芯片,2025-05-15,2025-06-18,2025-06-16,11300,11099,82,48.9,47.85,1
PO01771,SUP030,存储芯片,2025-05-15,2025-05-31,2025-05-29,6200,6159,42,47.57,47.08,1
PO00089,SUP002,MCU控制芯片,2025-05-16,2025-06-15,2025-06-15,4400,4292,27,34.81,35.33,1
PO00792,SUP014,模拟芯片,2025-05-16,2025-06-19,2025-06-18,5500,5380,39,19.84,19.75,1
PO01166,SUP020,传感器芯片,2025-05-16,2025-06-24,2025-06-27,12900,12648,480,24.01,24.5,1
PO01414,SUP024,传感器芯片,2025-05-16,2025-06-08,2025-06-20,8500,7751,462,24.89,31.6,0
PO00265,SUP005,MCU控制芯片,2025-05-17,2025-06-10,2025-06-09,12000,11571,161,34.47,37.6,1
PO00573,SUP010,功率半导体,2025-05-17,2025-06-26,2025-06-29,3600,3571,26,21.51,21.19,1
PO00794,SUP014,模拟芯片,2025-05-17,2025-06-16,2025-06-15,4000,3959,26,19.84,19.93,1
PO01306,SUP022,传感器芯片,2025-05-17,2025-06-07,2025-06-07,9500,9490,76,30.23,29.86,1
PO01447,SUP025,存储芯片,2025-05-17,2025-07-02,2025-07-02,7000,6861,52,42.2,42.47,1
PO00779,SUP013,模拟芯片,2025-05-18,2025-06-13,2025-06-10,14400,14097,135,19.27,19.19,1
PO01246,SUP021,传感器芯片,2025-05-18,2025-06-18,2025-06-15,8000,7886,64,25.29,25.82,1
PO01252,SUP021,传感器芯片,2025-05-18,2025-06-19,2025-06-23,14000,13996,112,25.29,25.17,1
PO01313,SUP022,传感器芯片,2025-05-18,2025-06-05,2025-06-02,4500,4440,32,30.23,30.2,1
PO01731,SUP029,存储芯片,2025-05-18,2025-06-27,2025-06-26,6100,6003,39,49.51,49.51,1
PO00022,SUP001,MCU控制芯片,2025-05-19,2025-06-24,2025-06-23,14600,13991,757,40.43,37.61,1
PO00130,SUP003,MCU控制芯片,2025-05-19,2025-06-20,2025-06-20,3000,2942,22,32.91,32.94,1
PO00618,SUP011,功率半导体,2025-05-19,2025-06-21,2025-06-28,11100,10316,136,25.67,26.66,1
PO01148,SUP020,传感器芯片,2025-05-19,2025-06-25,2025-06-22,11700,11149,423,24.01,23.74,1
PO01742,SUP030,存储芯片,2025-05-19,2025-06-04,2025-06-01,13600,13457,107,47.57,46.81,1
PO00635,SUP011,功率半导体,2025-05-20,2025-06-22,2025-06-20,4600,4543,65,25.67,26.49,1
PO01339,SUP023,传感器芯片,2025-05-20,2025-06-18,2025-06-17,3600,3527,29,29.62,29.2,1
PO01476,SUP025,存储芯片,2025-05-20,2025-07-02,2025-06-30,6500,6352,41,42.2,41.88,1
PO00748,SUP013,模拟芯片,2025-05-21,2025-06-19,2025-06-17,7600,7420,48,19.27,19.15,1
PO01000,SUP017,模拟芯片,2025-05-21,2025-06-12,2025-06-16,12000,11958,84,15.65,15.47,1
PO01245,SUP021,传感器芯片,2025-05-21,2025-06-21,2025-06-18,15000,14712,128,25.29,25.13,1
PO01065,SUP018,模拟芯片,2025-05-22,2025-06-21,2025-06-19,2500,2479,23,19.23,19.31,1
PO01361,SUP023,传感器芯片,2025-05-22,2025-06-14,2025-06-13,12800,12741,95,29.62,29.5,1
PO01512,SUP026,存储芯片,2025-05-22,2025-06-27,2025-06-25,10300,10088,70,48.9,47.86,1
PO00132,SUP003,MCU控制芯片,2025-05-23,2025-06-20,2025-06-18,15000,14720,117,32.91,32.96,1
PO00252,SUP005,MCU控制芯片,2025-05-23,2025-06-16,2025-06-16,3000,2990,45,34.47,39.41,1
PO00688,SUP012,功率半导体,2025-05-23,2025-06-09,2025-06-06,11900,11706,123,24.03,25.87,0
PO00871,SUP015,模拟芯片,2025-05-23,2025-06-05,2025-06-02,12400,11689,131,17.11,17.0,1
PO01266,SUP022,传感器芯片,2025-05-23,2025-06-15,2025-06-14,13500,13448,121,30.23,29.92,1
PO01480,SUP025,存储芯片,2025-05-23,2025-07-08,2025-07-06,12500,12442,99,42.2,42.84,1
PO00084,SUP002,MCU控制芯片,2025-05-24,2025-06-23,2025-06-23,8200,8171,70,34.81,34.6,1
PO00117,SUP002,MCU控制芯片,2025-05-24,2025-06-23,2025-06-22,7400,7224,63,34.81,34.61,1
PO00315,SUP006,MCU控制芯片,2025-05-24,2025-06-28,2025-06-27,2100,2022,88,32.85,31.8,1
PO01365,SUP023,传感器芯片,2025-05-24,2025-06-19,2025-06-18,4200,4122,45,29.62,29.36,1
PO01446,SUP025,存储芯片,2025-05-24,2025-07-07,2025-07-07,7500,7378,50,42.2,42.56,1
PO01696,SUP029,存储芯片,2025-05-24,2025-07-01,2025-06-28,9600,9587,75,49.51,49.19,1
PO01788,SUP030,存储芯片,2025-05-24,2025-06-13,2025-06-12,8400,8374,56,47.57,48.09,1
PO00083,SUP002,MCU控制芯片,2025-05-25,2025-06-19,2025-06-19,6800,6623,48,34.81,35.16,1
PO00564,SUP010,功率半导体,2025-05-25,2025-07-03,2025-07-03,13100,12723,103,21.51,21.21,1
PO00119,SUP002,MCU控制芯片,2025-05-26,2025-06-26,2025-06-25,14400,14345,116,34.81,34.68,1
PO00174,SUP003,MCU控制芯片,2025-05-26,2025-06-23,2025-06-20,5500,5373,35,32.91,32.5,1
PO01140,SUP019,传感器芯片,2025-05-26,2025-07-08,2025-07-05,11500,11349,82,27.56,27.06,1
PO01248,SUP021,传感器芯片,2025-05-26,2025-06-23,2025-06-20,5500,5377,39,25.29,25.4,1
PO00514,SUP009,功率半导体,2025-05-27,2025-06-16,2025-06-21,2500,2392,38,23.47,28.21,1
PO00903,SUP016,模拟芯片,2025-05-27,2025-07-12,2025-07-13,13000,12767,95,16.57,16.55,1
PO01405,SUP024,传感器芯片,2025-05-28,2025-06-20,2025-07-12,13000,12069,650,24.89,25.44,1
PO01572,SUP027,存储芯片,2025-05-28,2025-06-29,2025-06-29,7500,7229,432,51.65,52.42,0
PO00046,SUP001,MCU控制芯片,2025-05-29,2025-07-03,2025-07-01,2800,2587,154,40.43,42.68,1
PO00555,SUP010,功率半导体,2025-05-29,2025-07-08,2025-07-07,5600,5481,48,21.51,21.4,1
PO00904,SUP016,模拟芯片,2025-05-29,2025-07-10,2025-07-13,12200,12014,89,16.57,16.73,1
PO01086,SUP019,传感器芯片,2025-05-29,2025-07-06,2025-07-04,6000,5955,42,27.56,27.2,1
PO01338,SUP023,传感器芯片,2025-05-29,2025-06-21,2025-06-21,8800,8643,79,29.62,29.41,1
PO01590,SUP027,存储芯片,2025-05-29,2025-06-27,2025-07-09,3300,3244,175,51.65,54.49,1
PO01682,SUP029,存储芯片,2025-05-29,2025-07-05,2025-07-05,3500,3419,36,49.51,49.11,1
PO01790,SUP030,存储芯片,2025-05-29,2025-06-16,2025-06-16,7800,7704,54,47.57,48.4,1
PO00008,SUP001,MCU控制芯片,2025-05-30,2025-07-02,2025-07-17,2200,2000,99,40.43,42.27,0
PO00198,SUP004,MCU控制芯片,2025-05-30,2025-07-15,2025-07-14,3400,3324,46,32.43,34.88,0
PO01144,SUP020,传感器芯片,2025-05-30,2025-07-10,2025-07-07,12000,11455,425,24.01,24.34,1
PO00540,SUP009,功率半导体,2025-05-31,2025-06-20,2025-06-17,8000,7998,125,23.47,24.66,1
